"participant","PE_level","recogResp","recogRT","conf","sceneResp","cornerResp","cases","scenes","old_new","corrlocation","corrAns","corrAns_scene","corrAns_corner","rt_out"
28,"new",4,3.277,3,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,3.277
28,"medium",1,3.429,2,1,4,"old","Savanna4.jpeg","Qu1_oldright.png","4",0,0,1,3.429
28,"new",1,19.004,1,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,19.004
28,"medium",1,3.941,4,3,3,"old","Icy2.jpeg","Qu1_oldright.png","1",0,0,0,3.941
28,"low",4,6.02,2,1,2,"old","Savanna1.jpeg","Qu1_oldright.png","3",1,1,0,6.02
28,"new",4,4.75,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,4.75
28,"new",1,12.72,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,12.72
28,"low",1,3.769,3,1,4,"old","Icy2.jpeg","Qu1_oldright.png","2",0,0,0,3.769
28,"high",1,3.062,2,4,1,"old","Savanna4.jpeg","Qu1_oldright.png","4",0,1,0,3.062
28,"high",1,1.697,3,2,1,"old","Savanna1.jpeg","Qu1_oldright.png","1",0,0,1,1.697
28,"low",1,3.814,3,4,4,"old","Beach2.jpeg","Qu1_oldright.png","3",0,0,0,3.814
28,"medium",4,2.77,1,1,2,"old","Desert4.jpeg","Qu1_oldright.png","4",1,0,0,2.77
28,"new",4,5,1,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,5
28,"new",4,8.992,1,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,8.992
28,"new",4,3.457,3,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,3.457
28,"high",4,4.613,3,2,4,"old","Icy3.jpeg","Qu1_oldright.png","2",1,0,0,4.613
28,"medium",4,5.409,3,1,3,"old","Icy3.jpeg","Qu1_oldright.png","3",1,0,1,5.409
28,"low",4,6.113,2,4,2,"old","Savanna3.jpeg","Qu1_oldright.png","1",1,0,0,6.113
28,"new",1,2.467,1,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,2.467
28,"low",1,2.468,3,2,4,"old","Savanna4.jpeg","Qu1_oldright.png","2",0,0,0,2.468
28,"new",4,1.724,3,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,1.724
28,"medium",1,2.973,2,4,2,"old","Desert3.jpg","Qu1_oldright.png","3",0,0,0,2.973
28,"new",4,5.26,1,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,5.26
28,"medium",4,2.67,4,4,3,"old","Savanna2.jpeg","Qu1_oldright.png","1",1,0,0,2.67
28,"low",4,4.654,2,1,3,"old","Savanna3.jpeg","Qu1_oldright.png","4",1,0,0,4.654
28,"new",4,1.677,4,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,1.677
28,"new",4,5.596,3,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,5.596
28,"high",4,14.212,2,3,2,"old","Desert4.jpeg","Qu1_oldright.png","4",1,0,0,14.212
28,"new",4,9.453,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,9.453
28,"new",4,3.055,3,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,3.055
28,"new",4,7.273,1,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,7.273
28,"low",4,3.029,3,1,3,"old","Desert2.jpeg","Qu1_oldright.png","3",1,0,1,3.029
28,"low",1,3.365,2,4,4,"old","Icy1.jpeg","Qu1_oldright.png","2",0,0,0,3.365
28,"new",4,15.776,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,15.776
28,"new",1,1.739,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,1.739
28,"high",4,1.7,4,4,1,"old","Desert4.jpeg","Qu1_oldright.png","4",1,1,0,1.7
28,"medium",4,2.213,4,3,2,"old","Icy3.jpeg","Qu1_oldright.png","4",1,1,0,2.213
28,"high",1,2.759,4,4,1,"old","Savanna2.jpeg","Qu1_oldright.png","2",0,0,0,2.759
28,"new",4,2.226,4,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,2.226
28,"new",4,4.694,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,4.694
28,"new",4,2.239,4,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,2.239
28,"new",1,4.226,1,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,4.226
28,"high",1,3.41,2,1,2,"old","Beach4.jpeg","Qu1_oldright.png","1",0,0,0,3.41
28,"medium",1,4.792,2,1,3,"old","Desert3.jpg","Qu1_oldright.png","2",0,0,0,4.792
28,"medium",1,2.664,2,3,4,"old","Beach4.jpeg","Qu1_oldright.png","1",0,0,0,2.664
28,"new",1,17.504,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,17.504
28,"medium",4,19.903,3,2,4,"old","Savanna1.jpeg","Qu1_oldright.png","4",1,0,1,19.903
28,"low",4,4.598,1,1,1,"old","Icy2.jpeg","Qu1_oldright.png","3",1,0,0,4.598
28,"high",4,1.278,2,4,3,"old","Icy4.jpeg","Qu1_oldright.png","1",1,1,0,1.278
28,"high",4,2.844,1,2,1,"old","Savanna2.jpeg","Qu1_oldright.png","3",1,1,0,2.844
28,"new",4,2.263,3,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,2.263
28,"new",1,3.75,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,3.75
28,"high",1,1.9,3,4,4,"old","Desert1.jpeg","Qu1_oldright.png","1",0,0,0,1.9
28,"low",4,3.854,4,3,4,"old","Beach3.jpeg","Qu1_oldright.png","2",1,1,0,3.854
28,"medium",1,3.729,2,2,3,"old","Beach2.jpeg","Qu1_oldright.png","4",0,1,0,3.729
28,"new",4,7.465,1,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,7.465
28,"low",4,2.051,2,4,2,"old","Beach2.jpeg","Qu1_oldright.png","2",1,0,1,2.051
28,"medium",4,3.14,4,1,1,"old","Icy2.jpeg","Qu1_oldright.png","4",1,0,0,3.14
28,"new",1,1.872,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,1.872
29,"low",1,7.598,1,4,2,"old","Beach4.jpeg","Qu1_oldleftt.png","4",1,1,0,7.598
29,"low",4,3.695,4,3,4,"old","Beach1.jpeg","Qu1_oldleftt.png","2",0,0,0,3.695
29,"medium",1,5.741,3,2,3,"old","Icy2.jpeg","Qu1_oldleftt.png","3",1,1,1,5.741
29,"new",1,4.126,3,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",0,0,0,4.126
29,"high",1,3.692,4,1,3,"old","Beach3.jpg","Qu1_oldleftt.png","2",1,0,0,3.692
29,"high",4,5.196,1,3,3,"old","Icy3.jpeg","Qu1_oldleftt.png","1",0,1,0,5.196
29,"medium",4,3.033,4,1,1,"old","Desert3.jpeg","Qu1_oldleftt.png","2",0,0,0,3.033
29,"medium",1,2.013,3,2,1,"old","Icy3.jpeg","Qu1_oldleftt.png","2",1,0,0,2.013
29,"low",1,3.195,2,2,3,"old","Savanna2.jpeg","Qu1_oldleftt.png","4",1,1,0,3.195
29,"high",1,3.593,3,3,4,"old","Desert4.jpeg","Qu1_oldleftt.png","4",1,0,1,3.593
29,"new",4,4.822,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,4.822
29,"new",4,6.964,3,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,6.964
29,"high",1,3.195,2,1,1,"old","Savanna3.jpeg","Qu1_oldleftt.png","3",1,0,0,3.195
29,"medium",4,2.607,3,4,2,"old","Desert4.jpeg","Qu1_oldleftt.png","4",0,1,0,2.607
29,"low",4,15.127,1,3,3,"old","Icy3.jpeg","Qu1_oldleftt.png","3",0,1,1,15.127
29,"new",4,12.957,4,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,12.957
29,"low",1,3.591,2,2,3,"old","Desert4.jpeg","Qu1_oldleftt.png","2",1,0,0,3.591
29,"medium",4,2.652,1,1,4,"old","Beach2.jpeg","Qu1_oldleftt.png","1",0,0,0,2.652
29,"medium",4,2.903,3,3,1,"old","Beach3.jpg","Qu1_oldleftt.png","4",0,1,0,2.903
29,"low",1,3.304,4,4,3,"old","Savanna2.jpeg","Qu1_oldleftt.png","4",1,0,0,3.304
29,"new",4,4.954,4,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,4.954
29,"new",4,1.975,4,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,1.975
29,"new",1,1.574,4,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",0,0,0,1.574
29,"medium",1,1.464,4,4,4,"old","Savanna4.jpeg","Qu1_oldleftt.png","2",1,1,0,1.464
29,"new",4,3.676,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,3.676
29,"new",1,2.243,4,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",0,0,0,2.243
29,"high",4,1.519,4,3,2,"old","Desert4.jpeg","Qu1_oldleftt.png","1",0,0,0,1.519
29,"high",4,7.579,2,1,1,"old","Savanna2.jpeg","Qu1_oldleftt.png","3",0,0,0,7.579
29,"medium",4,2.867,2,2,3,"old","Beach2.jpeg","Qu1_oldleftt.png","4",0,1,0,2.867
29,"low",4,4.714,3,3,4,"old","Savanna2.jpeg","Qu1_oldleftt.png","2",0,0,0,4.714
29,"new",4,2.574,3,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,2.574
29,"high",4,2.179,4,1,4,"old","Beach4.jpeg","Qu1_oldleftt.png","1",0,0,0,2.179
29,"high",4,17.645,2,3,3,"old","Beach1.jpeg","Qu1_oldleftt.png","1",0,0,0,17.645
29,"new",4,6.904,4,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,6.904
29,"low",1,1.946,3,2,3,"old","Icy4.jpeg","Qu1_oldleftt.png","1",1,0,0,1.946
29,"low",4,2.083,3,2,3,"old","Beach4.jpeg","Qu1_oldleftt.png","4",0,0,0,2.083
29,"new",4,2.221,4,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,2.221
29,"new",1,1.371,4,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",0,0,0,1.371
29,"low",4,1.723,4,1,4,"old","Icy2.jpeg","Qu1_oldleftt.png","1",0,0,0,1.723
29,"medium",4,2.265,4,1,1,"old","Desert1.jpeg","Qu1_oldleftt.png","3",0,1,0,2.265
29,"new",4,22.48,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,22.48
29,"new",4,1.606,3,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,1.606
29,"medium",1,5.365,2,3,3,"old","Desert2.jpeg","Qu1_oldleftt.png","1",1,0,0,5.365
29,"new",4,2.155,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,2.155
29,"new",4,2.946,3,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,2.946
29,"high",1,6.171,3,3,2,"old","Savanna4.jpeg","Qu1_oldleftt.png","1",1,0,0,6.171
29,"high",4,1.435,4,1,1,"old","Beach4.jpeg","Qu1_oldleftt.png","4",0,0,0,1.435
29,"low",1,8.964,4,3,3,"old","Beach1.jpeg","Qu1_oldleftt.png","3",1,0,1,8.964
29,"low",4,2.024,2,3,2,"old","Icy2.jpeg","Qu1_oldleftt.png","3",0,0,0,2.024
29,"new",4,6.149,4,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,6.149
29,"low",4,1.228,4,4,2,"old","Desert4.jpeg","Qu1_oldleftt.png","3",0,1,0,1.228
29,"medium",1,1.511,3,1,1,"old","Icy4.jpeg","Qu1_oldleftt.png","4",1,0,0,1.511
29,"new",4,1.13,4,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,1.13
29,"new",1,1.248,4,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",0,0,0,1.248
29,"high",4,2.03,4,2,3,"old","Desert3.jpeg","Qu1_oldleftt.png","3",0,0,1,2.03
29,"low",1,10.27,3,3,1,"old","Desert1.jpeg","Qu1_oldleftt.png","4",1,0,0,10.27
29,"medium",4,2.902,3,3,3,"old","Icy1.jpeg","Qu1_oldleftt.png","2",0,0,0,2.902
29,"medium",4,12.096,2,2,3,"old","Savanna1.jpeg","Qu1_oldleftt.png","1",0,0,0,12.096
29,"new",4,8.421,1,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,8.421
29,"new",4,1.712,4,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,1.712
29,"high",4,1.284,4,4,2,"old","Icy4.jpeg","Qu1_oldleftt.png","3",0,1,0,1.284
29,"new",4,1.159,4,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,1.159
29,"new",4,0.974,4,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,0.974
29,"high",4,1.455,4,1,2,"old","Desert3.jpeg","Qu1_oldleftt.png","2",0,0,1,1.455
29,"low",4,1.852,3,4,2,"old","Desert3.jpeg","Qu1_oldleftt.png","2",0,0,1,1.852
29,"new",4,4.984,1,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,4.984
29,"new",4,3.018,1,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,3.018
29,"medium",4,2.73,2,3,3,"old","Savanna3.jpeg","Qu1_oldleftt.png","1",0,1,0,2.73
29,"high",1,3.633,1,1,1,"old","Icy3.jpeg","Qu1_oldleftt.png","1",1,0,1,3.633
29,"high",1,6.025,3,2,3,"old","Savanna3.jpeg","Qu1_oldleftt.png","1",1,0,0,6.025
29,"new",1,12.19,3,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",0,0,0,12.19
29,"low",4,1.321,4,4,2,"old","Savanna3.jpeg","Qu1_oldleftt.png","1",0,0,0,1.321
29,"high",4,1.848,4,4,2,"old","Icy4.jpeg","Qu1_oldleftt.png","1",0,1,0,1.848
29,"new",4,2.03,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,2.03
29,"new",4,1.602,1,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,1.602
29,"new",4,3.897,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,3.897
29,"new",4,4.988,1,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,4.988
29,"new",1,6.259,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",0,0,0,6.259
29,"medium",4,7.68,2,2,3,"old","Beach3.jpg","Qu1_oldleftt.png","4",0,0,0,7.68
29,"medium",4,3.241,2,1,4,"old","Savanna3.jpeg","Qu1_oldleftt.png","4",0,0,1,3.241
30,"new",1,3.487,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,3.487
30,"new",4,2.751,3,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,2.751
30,"new",1,4.09,1,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,4.09
30,"new",1,3.248,1,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,3.248
30,"new",1,3.817,1,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,3.817
30,"high",4,1.879,3,1,3,"old","Savanna3.jpeg","Qu1_oldright.png","3",1,0,1,1.879
30,"new",4,4.646,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,4.646
30,"new",1,2.566,4,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,2.566
30,"high",4,3.214,3,4,2,"old","Icy4.jpeg","Qu1_oldright.png","3",1,1,0,3.214
30,"low",4,4.67,2,1,1,"old","Desert4.jpeg","Qu1_oldright.png","2",1,0,0,4.67
30,"new",4,2.717,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,2.717
30,"medium",1,1.782,4,2,1,"old","Beach1.jpeg","Qu1_oldright.png","3",0,0,0,1.782
30,"high",1,3.728,2,3,1,"old","Desert2.jpeg","Qu1_oldright.png","3",0,0,0,3.728
30,"medium",1,4.031,3,2,4,"old","Beach4.jpeg","Qu1_oldright.png","3",0,0,0,4.031
30,"medium",1,4.114,3,2,4,"old","Desert3.jpeg","Qu1_oldright.png","2",0,0,0,4.114
30,"new",4,2.795,3,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,2.795
30,"new",1,3.366,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,3.366
30,"new",4,2.107,3,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,2.107
30,"medium",1,1.751,3,3,3,"old","Icy3.jpeg","Qu1_oldright.png","4",0,1,0,1.751
30,"new",1,3.602,3,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,3.602
30,"low",4,1.462,3,2,4,"old","Icy2.jpeg","Qu1_oldright.png","2",1,1,0,1.462
30,"medium",4,2.081,3,2,2,"old","Savanna2.jpeg","Qu1_oldright.png","1",1,1,0,2.081
30,"low",4,2.256,2,3,1,"old","Beach1.jpeg","Qu1_oldright.png","4",1,0,0,2.256
30,"medium",4,1.453,2,1,2,"old","Desert4.jpeg","Qu1_oldright.png","1",1,0,0,1.453
30,"high",4,1.297,2,3,2,"old","Beach2.jpeg","Qu1_oldright.png","4",1,0,0,1.297
30,"high",1,2.321,3,4,1,"old","Beach3.jpg","Qu1_oldright.png","2",0,0,0,2.321
30,"high",1,1.588,2,2,3,"old","Savanna3.jpeg","Qu1_oldright.png","2",0,0,0,1.588
30,"medium",4,5.918,3,4,2,"old","Icy1.jpeg","Qu1_oldright.png","3",1,0,0,5.918
30,"medium",4,1.624,2,3,1,"old","Desert1.jpeg","Qu1_oldright.png","2",1,0,0,1.624
30,"new",4,3.178,1,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,3.178
30,"new",4,1.984,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,1.984
30,"low",1,3.038,3,2,2,"old","Desert4.jpeg","Qu1_oldright.png","1",0,0,0,3.038
30,"low",1,1.95,3,1,3,"old","Beach1.jpeg","Qu1_oldright.png","3",0,1,1,1.95
30,"new",1,1.508,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,1.508
30,"low",1,3.911,2,4,2,"old","Savanna3.jpeg","Qu1_oldright.png","4",0,0,0,3.911
30,"new",1,2.97,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,2.97
30,"medium",4,4.754,3,4,2,"old","Beach3.jpg","Qu1_oldright.png","4",1,0,0,4.754
30,"low",4,1.49,4,3,4,"old","Icy4.jpeg","Qu1_oldright.png","2",1,0,0,1.49
30,"medium",1,1.581,2,3,4,"old","Desert1.jpeg","Qu1_oldright.png","3",0,0,0,1.581
30,"low",1,2.397,2,3,3,"old","Beach2.jpeg","Qu1_oldright.png","3",0,0,1,2.397
30,"low",1,1.281,3,3,3,"old","Savanna4.jpeg","Qu1_oldright.png","3",0,0,1,1.281
30,"low",4,1.557,2,1,4,"old","Icy2.jpeg","Qu1_oldright.png","3",1,0,0,1.557
30,"medium",1,1.334,2,3,4,"old","Savanna1.jpeg","Qu1_oldright.png","1",0,0,0,1.334
30,"new",1,1.844,4,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,1.844
30,"high",1,1.615,4,2,3,"old","Icy2.jpeg","Qu1_oldright.png","4",0,1,0,1.615
30,"high",4,2.899,3,2,1,"old","Icy2.jpeg","Qu1_oldright.png","3",1,1,0,2.899
30,"medium",4,1.403,2,2,3,"old","Savanna4.jpeg","Qu1_oldright.png","4",1,0,0,1.403
30,"new",1,1.662,3,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,1.662
30,"high",1,1.178,3,2,4,"old","Desert3.jpeg","Qu1_oldright.png","2",0,0,0,1.178
30,"new",1,0.9319999,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,0.9319999
30,"high",1,2.442,3,3,4,"old","Desert2.jpeg","Qu1_oldright.png","2",0,0,0,2.442
30,"medium",1,2.675,3,2,4,"old","Icy1.jpeg","Qu1_oldright.png","2",0,0,0,2.675
30,"low",4,1.44,4,3,2,"old","Desert2.jpeg","Qu1_oldright.png","2",1,0,1,1.44
30,"new",1,2.087,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,2.087
30,"new",4,1.418,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,1.418
30,"new",1,1.875,3,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,1.875
30,"low",1,0.9489999,3,2,1,"old","Savanna2.jpeg","Qu1_oldright.png","2",0,1,0,0.9489999
30,"medium",4,2.292,1,3,2,"old","Savanna2.jpeg","Qu1_oldright.png","4",1,0,0,2.292
30,"new",1,2.865,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,2.865
30,"high",4,2.842,2,3,2,"old","Savanna1.jpeg","Qu1_oldright.png","4",1,0,0,2.842
30,"high",1,2.544,3,1,1,"old","Savanna3.jpeg","Qu1_oldright.png","3",0,0,0,2.544
30,"new",1,3.092,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,3.092
30,"new",1,2.934,1,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,2.934
30,"high",1,1.105,2,3,4,"old","Icy2.jpeg","Qu1_oldright.png","3",0,0,0,1.105
30,"high",1,1.347,3,2,1,"old","Beach2.jpeg","Qu1_oldright.png","3",0,1,0,1.347
30,"new",1,2.442,4,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,2.442
30,"medium",1,0.9059999,2,3,4,"old","Icy1.jpeg","Qu1_oldright.png","3",0,0,0,0.9059999
30,"low",1,1.694,2,4,3,"old","Savanna1.jpeg","Qu1_oldright.png","2",0,0,0,1.694
30,"new",1,3.678,4,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,3.678
30,"high",1,0.8829999,1,3,4,"old","Beach4.jpeg","Qu1_oldright.png","3",0,0,0,0.8829999
30,"low",1,1.353,2,3,4,"old","Beach3.jpg","Qu1_oldright.png","4",0,1,1,1.353
30,"medium",1,1.651,1,2,2,"old","Beach1.jpeg","Qu1_oldright.png","1",0,0,0,1.651
30,"new",4,1.902,3,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,1.902
30,"new",1,1.661,4,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,1.661
30,"low",1,0.875,2,3,4,"old","Icy2.jpeg","Qu1_oldright.png","3",0,0,0,0.875
30,"new",1,1.221,2,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,1.221
30,"high",1,2.426,3,4,4,"old","Desert2.jpeg","Qu1_oldright.png","2",0,0,0,2.426
30,"new",1,4.943,3,NA,NA,"new","filler.png","Qu1_oldright.png","filler",1,0,0,4.943
30,"low",4,2.28,2,2,3,"old","Desert4.jpeg","Qu1_oldright.png","1",1,0,0,2.28
30,"new",4,1.408,1,NA,NA,"new","filler.png","Qu1_oldright.png","filler",0,0,0,1.408
31,"medium",1,2.466,3,3,4,"old","Desert3.jpeg","Qu1_oldleftt.png","4",1,1,1,2.466
31,"medium",1,2.041,3,1,2,"old","Beach1.jpeg","Qu1_oldleftt.png","2",1,1,1,2.041
31,"low",4,2.753,2,1,1,"old","Icy4.jpeg","Qu1_oldleftt.png","4",0,0,0,2.753
31,"low",1,8.832,1,2,3,"old","Beach1.jpeg","Qu1_oldleftt.png","3",1,0,1,8.832
31,"new",4,2.199,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,2.199
31,"medium",1,12.588,2,4,1,"old","Icy2.jpeg","Qu1_oldleftt.png","1",1,0,1,12.588
31,"new",1,1.537,3,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",0,0,0,1.537
31,"low",1,4.636,2,3,1,"old","Icy2.jpeg","Qu1_oldleftt.png","1",1,0,1,4.636
31,"medium",4,1.48,2,1,3,"old","Desert3.jpeg","Qu1_oldleftt.png","1",0,0,0,1.48
31,"low",1,1.272,2,3,4,"old","Beach4.jpeg","Qu1_oldleftt.png","1",1,0,0,1.272
31,"medium",1,15.512,2,1,3,"old","Icy1.jpeg","Qu1_oldleftt.png","3",1,1,1,15.512
31,"new",4,1.267,3,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,1.267
31,"new",4,5.636,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,5.636
31,"new",4,4.443,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,4.443
31,"new",4,1.302,3,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,1.302
31,"medium",4,1.902,3,2,4,"old","Beach3.jpeg","Qu1_oldleftt.png","1",0,0,0,1.902
31,"low",1,1.383,2,1,3,"old","Icy4.jpeg","Qu1_oldleftt.png","1",1,0,0,1.383
31,"low",1,1.481,2,2,3,"old","Savanna1.jpeg","Qu1_oldleftt.png","1",1,0,0,1.481
31,"low",4,1.727,2,3,2,"old","Savanna2.jpeg","Qu1_oldleftt.png","4",0,0,0,1.727
31,"new",1,3.272,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",0,0,0,3.272
31,"high",4,1.496,2,1,1,"old","Icy2.jpeg","Qu1_oldleftt.png","4",0,0,0,1.496
31,"new",4,1.156,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,1.156
31,"new",1,4.062,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",0,0,0,4.062
31,"high",1,2.973,2,4,2,"old","Icy3.jpeg","Qu1_oldleftt.png","4",1,0,0,2.973
31,"high",4,2.329,1,2,3,"old","Beach4.jpeg","Qu1_oldleftt.png","1",0,0,0,2.329
31,"new",4,1.084,1,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,1.084
31,"high",4,2.021,1,3,1,"old","Savanna1.jpeg","Qu1_oldleftt.png","2",0,0,0,2.021
31,"high",1,1.605,3,2,1,"old","Desert2.jpeg","Qu1_oldleftt.png","1",1,1,1,1.605
31,"low",4,4.011,1,1,4,"old","Icy3.jpeg","Qu1_oldleftt.png","4",0,0,1,4.011
31,"new",1,1.201,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",0,0,0,1.201
31,"low",4,11.221,1,2,3,"old","Desert1.jpeg","Qu1_oldleftt.png","2",0,0,0,11.221
31,"new",1,1.715,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",0,0,0,1.715
31,"new",4,1.207,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,1.207
31,"new",4,2.105,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,2.105
31,"medium",4,2.795,2,1,4,"old","Beach2.jpeg","Qu1_oldleftt.png","4",0,0,1,2.795
31,"medium",1,1.253,1,4,2,"old","Icy4.jpeg","Qu1_oldleftt.png","1",1,1,0,1.253
31,"high",1,1.327,2,4,1,"old","Desert1.jpeg","Qu1_oldleftt.png","3",1,0,0,1.327
31,"new",4,1.561,3,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,1.561
31,"new",4,3.895,2,NA,NA,"new","filler.png","Qu1_oldleft.png","filler",1,0,0,3.895
31,"medium",4,1.093,3,2,4,"old","Savanna3.jpg","Qu1_oldleftt.png","3",0,0,0,1.093
31,"low",1,2.011,2,3,1,"old","Savanna3.jpg","Qu1_oldleftt.png","2",1,1,0,2.011
31,"high",4,1.125,4,4,2,"old","Savanna3.jpg","Qu1_oldleftt.png","3",0,0,0,1.125
