"participant","pictures","pe","corrAns","corrAnsRT","conf","confRT","soundcorrAns","on","soundcorrAnsRT","category","trial","block","rt_out"
3201,"fruit_15.png","lowPE",0,3.22776,4,3.704305,1,"old",1.010745,"fruit",1,1,3.22776
3201,"house_72.png","new",1,1.162555,1,1.848285,0,"new",NA,"house",2,1,1.162555
3201,"toy_19.png","medPE",1,1.59118,1,0.955395,0,"old",0.703745,"toy",3,1,1.59118
3201,"toy_16.png","highPE",1,1.22969,1,0.92022,1,"old",1.733325,"toy",4,1,1.22969
3201,"toy_72.png","new",0,3.076395,1,1.521115,0,"new",NA,"toy",5,1,3.076395
3201,"house_18.png","lowPE",1,0.60683,1,0.60098,1,"old",3.43403,"house",6,1,0.60683
3201,"toy_17.png","medPE",1,1.3181,2,0.93485,0,"old",0.5911,"toy",7,1,1.3181
3201,"animal_15.png","medPE",1,1.122435,1,1.13887,0,"old",0.866485,"animal",8,1,1.122435
3201,"animal_16.png","medPE",1,0.729215,1,0.917385,1,"old",3.009815,"animal",9,1,0.729215
3201,"house_70.png","new",1,0.56832,1,2.135165,0,"new",NA,"house",10,1,0.56832
3201,"animal_24.png","highPE",1,0.643495,1,0.923535,1,"old",0.49562,"animal",11,1,0.643495
3201,"house_15.png","highPE",1,0.40774,1,0.75831,1,"old",0.836835,"house",12,1,0.40774
3201,"toy_15.png","highPE",1,0.421895,1,1.8015,0,"old",5.051035,"toy",13,1,0.421895
3201,"house_21.png","lowPE",1,0.91707,1,1.018105,0,"old",0.817515,"house",14,1,0.91707
3201,"animal_72.png","new",1,2.77822,3,1.38352,0,"new",NA,"animal",15,1,2.77822
3201,"fruit_20.png","medPE",1,0.550235,1,1.257045,1,"old",3.605655,"fruit",16,1,0.550235
3201,"animal_71.png","new",1,1.658805,1,0.838385,0,"new",NA,"animal",17,1,1.658805
3201,"fruit_21.png","medPE",1,0.37994,1,0.443235,0,"old",4.60497,"fruit",18,1,0.37994
3201,"house_74.png","new",1,1.37534,2,1.212965,0,"new",NA,"house",19,1,1.37534
3201,"fruit_16.png","lowPE",1,0.35521,1,0.46819,1,"old",1.20166,"fruit",20,1,0.35521
3201,"toy_20.png","lowPE",1,1.322075,1,0.51957,0,"old",1.160895,"toy",21,1,1.322075
3201,"animal_73.png","new",1,0.64102,1,0.792565,0,"new",NA,"animal",22,1,0.64102
3201,"fruit_22.png","medPE",1,1.21972,1,0.60104,1,"old",0.65427,"fruit",23,1,1.21972
3201,"house_20.png","lowPE",1,0.34465,1,0.552995,0,"old",2.208835,"house",24,1,0.34465
3201,"toy_70.png","new",1,3.0802,3,0.938675,0,"new",NA,"toy",25,1,3.0802
3201,"toy_74.png","new",1,0.693225,1,0.74515,0,"new",NA,"toy",26,1,0.693225
3201,"fruit_23.png","highPE",1,0.37453,1,0.54969,1,"old",7.168585,"fruit",27,1,0.37453
3201,"house_23.png","medPE",1,1.36606,1,0.83449,0,"old",1.70154,"house",28,1,1.36606
3201,"animal_20.png","lowPE",1,0.996545,1,0.717425,1,"old",0.884135,"animal",29,1,0.996545
3201,"animal_19.png","lowPE",1,0.397555,1,0.506655,0,"old",0.384745,"animal",30,1,0.397555
3201,"fruit_71.png","new",1,1.343515,3,1.15497,0,"new",NA,"fruit",31,1,1.343515
3201,"fruit_74.png","new",1,0.371485,2,0.80586,0,"new",NA,"fruit",32,1,0.371485
3201,"animal_23.png","highPE",1,1.10031,1,1.356305,1,"old",4.600255,"animal",33,1,1.10031
3201,"fruit_72.png","new",1,0.39583,2,0.517055,0,"new",NA,"fruit",34,1,0.39583
3201,"house_24.png","medPE",1,0.41846,1,0.971165,0,"old",2.07837,"house",35,1,0.41846
3201,"animal_17.png","medPE",1,0.509175,1,0.39763,0,"old",4.10657,"animal",36,1,0.509175
3201,"fruit_70.png","new",0,2.22971,1,0.4189,0,"new",NA,"fruit",37,1,2.22971
3201,"house_17.png","lowPE",1,0.42947,1,0.583835,1,"old",0.6466,"house",38,1,0.42947
3201,"toy_73.png","new",1,0.45057,2,1.793365,0,"new",NA,"toy",39,1,0.45057
3201,"house_73.png","new",1,0.447555,1,0.542175,0,"new",NA,"house",40,1,0.447555
3201,"animal_18.png","lowPE",1,0.444565,2,1.33366,1,"old",0.804955,"animal",41,1,0.444565
3201,"fruit_24.png","highPE",1,0.36757,1,0.335115,0,"old",1.0977,"fruit",42,1,0.36757
3201,"toy_22.png","lowPE",1,1.1196,2,1.8099,1,"old",0.918375,"toy",43,1,1.1196
3201,"house_19.png","lowPE",0,0.66778,3,0.908495,0,"old",0.441365,"house",44,1,0.66778
3201,"toy_21.png","lowPE",1,1.90387,1,0.400745,0,"old",0.937775,"toy",45,1,1.90387
3201,"animal_74.png","new",0,1.096625,3,0.587005,0,"new",NA,"animal",46,1,1.096625
3201,"toy_23.png","lowPE",1,0.392215,1,0.37063,0,"old",0.34394,"toy",47,1,0.392215
3201,"house_22.png","medPE",1,0.355435,1,0.45039,0,"old",0.07561,"house",48,1,0.355435
3201,"house_16.png","highPE",1,0.346305,1,0.40561,0,"old",0.890855,"house",49,1,0.346305
3201,"fruit_17.png","lowPE",1,2.03708,3,0.48198,1,"old",0.60102,"fruit",50,1,2.03708
3201,"animal_21.png","lowPE",1,0.36452,1,0.355355,0,"old",0.346785,"animal",51,1,0.36452
3201,"house_71.png","new",1,0.24083,2,0.40213,0,"new",NA,"house",52,1,0.24083
3201,"fruit_18.png","lowPE",0,1.517635,3,0.975545,0,"old",0.31872,"fruit",53,1,1.517635
3201,"toy_71.png","new",1,0.37897,2,0.352145,0,"new",NA,"toy",54,1,0.37897
3201,"animal_70.png","new",0,0.5132,1,0.58417,0,"new",NA,"animal",55,1,0.5132
3201,"animal_22.png","lowPE",1,0.45059,1,0.373445,1,"old",0.316615,"animal",56,1,0.45059
3201,"fruit_19.png","lowPE",1,0.385615,1,0.32576,0,"old",3.60329,"fruit",57,1,0.385615
3201,"fruit_73.png","new",0,1.175955,3,1.55324,0,"new",NA,"fruit",58,1,1.175955
3201,"toy_24.png","lowPE",1,0.37942,1,0.535135,1,"old",0.42283,"toy",59,1,0.37942
3201,"toy_18.png","medPE",1,0.42635,1,0.36854,1,"old",1.1904,"toy",60,1,0.42635
3201,"toy_30.png","lowPE",1,1.56751,2,1.057295,0,"old",2.441125,"toy",61,2,1.56751
3201,"fruit_78.png","new",1,0.628135,3,0.82556,0,"new",NA,"fruit",62,2,0.628135
3201,"toy_28.png","medPE",1,2.79156,3,1.160095,0,"old",0.33325,"toy",63,2,2.79156
3201,"animal_27.png","medPE",1,0.996275,1,0.370615,1,"old",0.439155,"animal",64,2,0.996275
3201,"animal_26.png","medPE",0,0.73542,3,0.760885,1,"old",0.63158,"animal",65,2,0.73542
3201,"animal_33.png","highPE",1,1.64375,1,0.584295,0,"old",0.63499,"animal",66,2,1.64375
3201,"animal_77.png","new",1,0.59987,2,0.83619,0,"new",NA,"animal",67,2,0.59987
3201,"fruit_29.png","lowPE",1,0.866315,1,0.48847,0,"old",3.653725,"fruit",68,2,0.866315
3201,"house_30.png","lowPE",1,0.66187,1,0.48717,1,"old",2.72207,"house",69,2,0.66187
3201,"fruit_77.png","new",1,1.57824,2,0.94205,0,"new",NA,"fruit",70,2,1.57824
3201,"toy_78.png","new",1,0.60093,3,0.50119,0,"new",NA,"toy",71,2,0.60093
3201,"animal_28.png","lowPE",1,0.539145,1,0.6338,1,"old",0.59245,"animal",72,2,0.539145
3201,"house_79.png","new",0,1.563555,2,0.787165,0,"new",NA,"house",73,2,1.563555
3201,"toy_76.png","new",1,0.600995,2,0.68455,0,"new",NA,"toy",74,2,0.600995
3201,"toy_29.png","medPE",1,0.26703,2,0.39363,0,"old",0.82884,"toy",75,2,0.26703
3201,"toy_75.png","new",1,0.359385,1,0.433885,0,"new",NA,"toy",76,2,0.359385
3201,"toy_25.png","highPE",1,0.249575,1,0.38414,0,"old",0.58655,"toy",77,2,0.249575
3201,"toy_31.png","lowPE",1,0.27619,2,0.34975,0,"old",1.057045,"toy",78,2,0.27619
3201,"toy_79.png","new",1,1.14594,4,0.60787,0,"new",NA,"toy",79,2,1.14594
3201,"fruit_27.png","lowPE",1,0.471965,1,0.48391,1,"old",0.95241,"fruit",80,2,0.471965
3201,"house_78.png","new",1,1.128765,2,0.603475,0,"new",NA,"house",81,2,1.128765
3201,"house_75.png","new",1,0.347105,1,0.38485,0,"new",NA,"house",82,2,0.347105
3201,"house_33.png","medPE",1,0.27723,1,0.2564,1,"old",0.75018,"house",83,2,0.27723
3201,"fruit_25.png","lowPE",1,0.33435,1,0.36288,0,"old",1.250955,"fruit",84,2,0.33435
3201,"animal_29.png","lowPE",0,0.918605,4,0.68707,1,"old",0.27995,"animal",85,2,0.918605
3201,"house_77.png","new",1,0.59878,3,0.74551,0,"new",NA,"house",86,2,0.59878
3201,"house_27.png","lowPE",1,2.52594,3,0.896865,0,"old",0.70447,"house",87,2,2.52594
3201,"fruit_28.png","lowPE",1,0.3502,1,0.371905,0,"old",0.352125,"fruit",88,2,0.3502
3201,"house_28.png","lowPE",1,0.356935,1,0.400475,1,"old",0.625905,"house",89,2,0.356935
3201,"animal_75.png","new",1,0.51835,1,0.502445,0,"new",NA,"animal",90,2,0.51835
3201,"house_32.png","medPE",1,0.3749,2,1.050355,0,"old",0.591125,"house",91,2,0.3749
3201,"toy_33.png","lowPE",1,0.330055,1,0.437655,0,"old",0.368795,"toy",92,2,0.330055
3201,"toy_26.png","highPE",1,0.30265,1,0.335425,1,"old",0.41771,"toy",93,2,0.30265
3201,"fruit_32.png","medPE",1,0.4885,1,0.351805,1,"old",0.32262,"fruit",94,2,0.4885
3201,"house_34.png","medPE",1,0.41309,1,0.525895,1,"old",1.305755,"house",95,2,0.41309
3201,"fruit_30.png","medPE",0,1.915095,3,0.39116,0,"old",0.302085,"fruit",96,2,1.915095
3201,"house_25.png","highPE",1,0.263365,2,0.388745,1,"old",3.528855,"house",97,2,0.263365
3201,"animal_78.png","new",1,0.345465,1,0.46745,0,"new",NA,"animal",98,2,0.345465
3201,"animal_34.png","highPE",1,0.742685,1,0.40103,1,"old",0.44369,"animal",99,2,0.742685
3201,"toy_32.png","lowPE",1,0.29484,1,0.35181,1,"old",0.37427,"toy",100,2,0.29484
3201,"fruit_34.png","highPE",1,0.259395,1,0.283815,0,"old",0.31743,"fruit",101,2,0.259395
3201,"toy_77.png","new",1,0.34342,3,0.284285,0,"new",NA,"toy",102,2,0.34342
3201,"fruit_31.png","medPE",1,8.35501,3,0.32856,0,"old",1.67236,"fruit",103,2,8.35501
3201,"toy_34.png","lowPE",1,0.41691,1,0.3351,0,"old",0.868,"toy",104,2,0.41691
3201,"house_76.png","new",0,0.57001,2,0.489885,0,"new",NA,"house",105,2,0.57001
3201,"house_31.png","lowPE",1,0.354775,1,0.429205,0,"old",1.721625,"house",106,2,0.354775
3201,"fruit_75.png","new",0,0.49634,3,0.31808,0,"new",NA,"fruit",107,2,0.49634
3201,"fruit_76.png","new",1,3.54843,3,0.57503,0,"new",NA,"fruit",108,2,3.54843
3201,"fruit_33.png","highPE",0,0.336325,2,0.475345,0,"old",0.37316,"fruit",109,2,0.336325
3201,"fruit_26.png","lowPE",0,0.832355,2,0.36822,0,"old",0.301685,"fruit",110,2,0.832355
3201,"toy_27.png","medPE",0,0.82613,3,1.003595,1,"old",0.39645,"toy",111,2,0.82613
3201,"animal_76.png","new",0,0.37176,1,0.33678,0,"new",NA,"animal",112,2,0.37176
3201,"animal_25.png","medPE",1,0.3906,1,0.30213,1,"old",0.434075,"animal",113,2,0.3906
3201,"animal_79.png","new",1,1.402315,2,0.851995,0,"new",NA,"animal",114,2,1.402315
3201,"animal_31.png","lowPE",1,0.42849,1,0.474185,1,"old",0.6269,"animal",115,2,0.42849
3201,"fruit_79.png","new",1,0.602435,2,1.423525,0,"new",NA,"fruit",116,2,0.602435
3201,"house_29.png","lowPE",1,0.39073,1,0.31503,0,"old",3.684935,"house",117,2,0.39073
3201,"animal_30.png","lowPE",1,0.928125,1,0.351265,0,"old",0.38435,"animal",118,2,0.928125
3201,"house_26.png","highPE",0,0.49931,2,1.209955,0,"old",0.401745,"house",119,2,0.49931
3201,"animal_32.png","lowPE",1,0.28374,1,0.33366,1,"old",0.37379,"animal",120,2,0.28374
3201,"fruit_9.png","lowPE",1,0.677485,1,0.29152,1,"old",0.750685,"fruit",121,3,0.677485
3201,"toy_7.png","medPE",1,0.260375,1,0.250965,1,"old",2.134675,"toy",122,3,0.260375
3201,"fruit_10.png","medPE",1,0.283135,1,0.400845,1,"old",0.5864,"fruit",123,3,0.283135
3201,"animal_5.png","medPE",0,0.87091,3,0.49625,0,"old",2.73972,"animal",124,3,0.87091
3201,"animal_12.png","lowPE",1,0.971,1,0.30022,1,"old",0.25862,"animal",125,3,0.971
3201,"house_10.png","lowPE",0,0.99228,3,0.686655,0,"old",0.33528,"house",126,3,0.99228
3201,"fruit_67.png","new",1,1.04581,2,0.662305,0,"new",NA,"fruit",127,3,1.04581
3201,"fruit_14.png","highPE",1,0.42581,1,0.408615,0,"old",2.89156,"fruit",128,3,0.42581
3201,"toy_11.png","lowPE",1,1.031095,2,0.35612,0,"old",0.450285,"toy",129,3,1.031095
3201,"fruit_7.png","lowPE",1,0.53284,2,0.334905,1,"old",1.427755,"fruit",130,3,0.53284
3201,"toy_9.png","medPE",1,0.982515,1,0.767075,0,"old",0.26765,"toy",131,3,0.982515
3201,"toy_66.png","new",0,1.104925,3,0.38603,0,"new",NA,"toy",132,3,1.104925
3201,"animal_11.png","lowPE",1,0.418235,1,0.772425,0,"old",2.60256,"animal",133,3,0.418235
3201,"house_66.png","new",0,0.303305,1,0.245175,0,"new",NA,"house",134,3,0.303305
3201,"fruit_6.png","lowPE",1,0.29098,1,0.251305,1,"old",0.31747,"fruit",135,3,0.29098
3201,"toy_69.png","new",1,0.3925,1,0.41779,0,"new",NA,"toy",136,3,0.3925
3201,"house_6.png","highPE",1,0.365195,2,0.304705,0,"old",1.585415,"house",137,3,0.365195
3201,"fruit_68.png","new",1,0.343185,2,0.717765,0,"new",NA,"fruit",138,3,0.343185
3201,"house_69.png","new",1,0.890495,3,0.59065,0,"new",NA,"house",139,3,0.890495
3201,"house_8.png","lowPE",1,0.45765,3,1.32875,0,"old",1.8723,"house",140,3,0.45765
3201,"animal_67.png","new",1,0.55464,1,0.31127,0,"new",NA,"animal",141,3,0.55464
3201,"house_67.png","new",1,0.328435,1,0.45287,0,"new",NA,"house",142,3,0.328435
3201,"house_12.png","medPE",1,0.295835,1,0.490895,1,"old",1.447825,"house",143,3,0.295835
3201,"toy_68.png","new",0,1.78741,3,0.53747,0,"new",NA,"toy",144,3,1.78741
3201,"fruit_8.png","lowPE",0,0.19019,2,0.305065,0,"old",0.27919,"fruit",145,3,0.19019
3201,"animal_10.png","lowPE",1,1.742105,3,1.0688,0,"old",0.301415,"animal",146,3,1.742105
3201,"house_11.png","lowPE",0,1.52467,2,1.053405,0,"old",1.251555,"house",147,3,1.52467
3201,"house_9.png","lowPE",0,0.685405,3,2.473875,0,"old",2.05806,"house",148,3,0.685405
3201,"toy_65.png","new",1,0.363495,1,0.36302,0,"new",NA,"toy",149,3,0.363495
3201,"animal_13.png","highPE",0,0.52919,3,0.673835,0,"old",0.68323,"animal",150,3,0.52919
3201,"animal_66.png","new",1,0.54946,2,0.359995,0,"new",NA,"animal",151,3,0.54946
3201,"animal_9.png","lowPE",1,0.401,1,0.250935,1,"old",0.25166,"animal",152,3,0.401
3201,"house_7.png","lowPE",1,0.218485,2,0.43641,1,"old",2.95823,"house",153,3,0.218485
3201,"fruit_5.png","lowPE",1,0.975565,2,0.24099,0,"old",0.209645,"fruit",154,3,0.975565
3201,"animal_7.png","medPE",1,0.365635,1,0.251725,1,"old",0.9924,"animal",155,3,0.365635
3201,"toy_67.png","new",1,0.30749,2,0.417095,0,"new",NA,"toy",156,3,0.30749
3201,"toy_5.png","highPE",1,0.43348,1,0.31774,0,"old",0.35426,"toy",157,3,0.43348
3201,"fruit_11.png","medPE",0,0.336385,3,1.15672,1,"old",0.25334,"fruit",158,3,0.336385
3201,"house_5.png","highPE",1,1.884625,2,2.483775,1,"old",0.36365,"house",159,3,1.884625
3201,"toy_13.png","lowPE",1,0.503795,1,0.21773,1,"old",0.99937,"toy",160,3,0.503795
3201,"animal_68.png","new",0,0.430385,2,0.71995,0,"new",NA,"animal",161,3,0.430385
3201,"house_68.png","new",1,0.30972,1,0.27204,0,"new",NA,"house",162,3,0.30972
3201,"toy_14.png","lowPE",1,0.305925,2,0.355285,0,"old",1.270125,"toy",163,3,0.305925
3201,"fruit_66.png","new",1,1.527125,2,0.425215,0,"new",NA,"fruit",164,3,1.527125
3201,"animal_14.png","highPE",1,0.80837,3,0.742005,1,"old",0.484845,"animal",165,3,0.80837
3201,"toy_6.png","highPE",0,0.633305,4,0.33455,0,"old",2.455445,"toy",166,3,0.633305
3201,"animal_8.png","lowPE",0,0.89813,2,0.733445,1,"old",0.22699,"animal",167,3,0.89813
3201,"toy_8.png","medPE",1,0.6205,1,0.472045,1,"old",0.31354,"toy",168,3,0.6205
3201,"toy_12.png","lowPE",1,0.31713,2,0.267135,0,"old",2.99032,"toy",169,3,0.31713
3201,"animal_6.png","medPE",0,0.340575,1,0.32604,1,"old",1.085615,"animal",170,3,0.340575
3201,"animal_65.png","new",1,0.76032,2,1.53491,0,"new",NA,"animal",171,3,0.76032
3201,"fruit_69.png","new",1,0.31486,2,0.80102,0,"new",NA,"fruit",172,3,0.31486
3201,"fruit_12.png","medPE",1,0.304595,1,0.300825,0,"old",0.28699,"fruit",173,3,0.304595
3201,"fruit_13.png","highPE",1,0.38925,3,1.01259,0,"old",1.06993,"fruit",174,3,0.38925
3201,"house_13.png","medPE",1,0.383495,1,0.35074,1,"old",0.034525,"house",175,3,0.383495
3201,"toy_10.png","lowPE",1,0.62247,3,0.43359,1,"old",0.268285,"toy",176,3,0.62247
3201,"fruit_65.png","new",0,0.65711,3,0.75126,0,"new",NA,"fruit",177,3,0.65711
3201,"animal_69.png","new",1,4.22899,3,0.33906,0,"new",NA,"animal",179,3,4.22899
3201,"house_14.png","medPE",1,0.360115,1,0.185005,1,"old",3.83187,"house",180,3,0.360115
3202,"house_65.png","new",1,2.648,1,4.935,0,"new",NA,"house",1,1,2.648
3202,"toy_65.png","new",1,0.665,1,1.319,0,"new",NA,"toy",2,1,0.665
3202,"animal_68.png","new",0,0.705,1,1.201,0,"new",NA,"animal",3,1,0.705
3202,"fruit_8.png","lowPE",1,0.579,2,0.402,0,"old",4.001,"fruit",4,1,0.579
3202,"house_13.png","medPE",1,2.89,3,1.191,1,"old",0.468,"house",5,1,2.89
3202,"toy_6.png","highPE",1,1.84,2,0.8,0,"old",6.665,"toy",6,1,1.84
3202,"toy_11.png","lowPE",1,1.383,2,0.967,0,"old",0.76,"toy",7,1,1.383
3202,"toy_10.png","lowPE",1,0.43,1,0.45,1,"old",0.436,"toy",8,1,0.43
3202,"fruit_9.png","lowPE",1,0.497,1,0.419,1,"old",0.483,"fruit",9,1,0.497
3202,"house_6.png","highPE",1,1.569,2,0.654,0,"old",0.417,"house",10,1,1.569
3202,"fruit_14.png","highPE",1,3.399,3,0.693,0,"old",0.618,"fruit",11,1,3.399
3202,"fruit_7.png","lowPE",1,0.545,1,0.617,0,"old",0.5,"fruit",12,1,0.545
3202,"toy_13.png","lowPE",1,0.907,1,0.624,0,"old",2.772,"toy",13,1,0.907
3202,"house_8.png","lowPE",1,1.513,1,0.488,0,"old",0.601,"house",14,1,1.513
3202,"fruit_12.png","medPE",1,1.275,1,0.62,0,"old",1.273,"fruit",15,1,1.275
3202,"fruit_66.png","new",1,0.479,2,2.699,0,"new",NA,"fruit",16,1,0.479
3202,"fruit_13.png","highPE",1,2.963,2,1.218,1,"old",0.751,"fruit",17,1,2.963
3202,"toy_69.png","new",1,0.416,1,1.268,0,"new",NA,"toy",18,1,0.416
3202,"fruit_67.png","new",1,0.898,3,0.737,0,"new",NA,"fruit",19,1,0.898
3202,"house_9.png","lowPE",1,0.335,1,0.272,0,"old",0.335,"house",20,1,0.335
3202,"toy_68.png","new",1,5.509,3,0.587,0,"new",NA,"toy",21,1,5.509
3202,"fruit_5.png","lowPE",1,0.875,1,0.468,0,"old",0.64,"fruit",22,1,0.875
3202,"house_14.png","medPE",1,0.475,1,0.451,0,"old",0.351,"house",23,1,0.475
3202,"animal_6.png","medPE",1,1.262,1,0.518,0,"old",0.335,"animal",24,1,1.262
3202,"toy_5.png","highPE",1,1.852,2,0.567,0,"old",1.502,"toy",25,1,1.852
3202,"animal_14.png","highPE",1,0.418,1,0.984,1,"old",0.689,"animal",26,1,0.418
3202,"animal_13.png","highPE",1,0.406,1,0.357,0,"old",1.168,"animal",27,1,0.406
3202,"animal_66.png","new",1,0.395,3,0.833,0,"new",NA,"animal",28,1,0.395
3202,"animal_5.png","medPE",1,1.279,3,0.902,0,"old",1.266,"animal",29,1,1.279
3202,"house_7.png","lowPE",1,1.079,1,0.233,0,"old",0.351,"house",30,1,1.079
3202,"fruit_69.png","new",1,0.485,3,0.301,0,"new",NA,"fruit",31,1,0.485
3202,"animal_65.png","new",0,0.45,1,0.267,0,"new",NA,"animal",32,1,0.45
3202,"fruit_11.png","medPE",1,1.057,3,0.259,0,"old",0.411,"fruit",33,1,1.057
3202,"house_10.png","lowPE",0,1.651,3,0.401,1,"old",0.391,"house",34,1,1.651
3202,"animal_12.png","lowPE",1,0.368,1,0.867,0,"old",0.767,"animal",35,1,0.368
3202,"house_67.png","new",1,1.451,3,0.172,0,"new",NA,"house",36,1,1.451
3202,"animal_11.png","lowPE",1,0.712,1,0.317,1,"old",0.335,"animal",37,1,0.712
3202,"house_11.png","lowPE",0,0.746,2,1.126,0,"old",0.793,"house",38,1,0.746
3202,"fruit_68.png","new",1,0.942,3,2.208,0,"new",NA,"fruit",39,1,0.942
3202,"fruit_10.png","medPE",1,0.576,2,0.767,1,"old",2.651,"fruit",40,1,0.576
3202,"animal_7.png","medPE",1,1.023,2,1.035,0,"old",1.118,"animal",41,1,1.023
3202,"house_5.png","highPE",1,0.433,1,0.284,0,"old",0.417,"house",42,1,0.433
3202,"animal_10.png","lowPE",0,0.53,3,0.575,0,"old",0.436,"animal",43,1,0.53
3202,"toy_14.png","lowPE",1,6.939,2,0.993,1,"old",2.488,"toy",44,1,6.939
3202,"animal_9.png","lowPE",1,0.511,2,0.717,1,"old",0.742,"animal",45,1,0.511
3202,"toy_8.png","medPE",1,0.445,1,0.62,1,"old",0.301,"toy",46,1,0.445
3202,"toy_67.png","new",1,0.405,2,0.559,0,"new",NA,"toy",47,1,0.405
3202,"toy_7.png","medPE",1,0.56,2,0.991,1,"old",5.935,"toy",48,1,0.56
3202,"house_68.png","new",1,0.415,1,0.21,0,"new",NA,"house",49,1,0.415
3202,"animal_8.png","lowPE",1,0.334,1,0.235,1,"old",0.434,"animal",50,1,0.334
3202,"house_12.png","medPE",0,1.844,3,0.617,0,"old",10.913,"house",51,1,1.844
3202,"animal_67.png","new",0,0.497,3,0.743,0,"new",NA,"animal",52,1,0.497
3202,"fruit_6.png","lowPE",1,0.343,1,0.201,0,"old",0.418,"fruit",53,1,0.343
3202,"toy_9.png","medPE",1,0.372,1,0.234,0,"old",0.552,"toy",54,1,0.372
3202,"toy_66.png","new",1,0.768,3,0.726,0,"new",NA,"toy",55,1,0.768
3202,"fruit_65.png","new",1,0.362,3,0.268,0,"new",NA,"fruit",56,1,0.362
3202,"house_69.png","new",1,0.301,1,0.31,0,"new",NA,"house",57,1,0.301
3202,"animal_69.png","new",1,0.379,3,0.252,0,"new",NA,"animal",58,1,0.379
3202,"toy_12.png","lowPE",1,1.432,2,1.533,0,"old",5.188,"toy",59,1,1.432
3202,"house_66.png","new",1,2.164,3,0.601,0,"new",NA,"house",60,1,2.164
3202,"fruit_72.png","new",1,1.03,2,2.786,0,"new",NA,"fruit",61,2,1.03
3202,"animal_72.png","new",1,0.797,2,0.5,0,"new",NA,"animal",62,2,0.797
3202,"fruit_71.png","new",1,0.428,3,0.188,0,"new",NA,"fruit",63,2,0.428
3202,"toy_21.png","lowPE",0,0.358,3,0.184,0,"old",0.318,"toy",64,2,0.358
3202,"toy_72.png","new",0,0.347,1,0.152,0,"new",NA,"toy",65,2,0.347
3202,"animal_22.png","lowPE",1,1.906,3,0.559,0,"old",0.744,"animal",66,2,1.906
3202,"fruit_23.png","highPE",0,1.089,3,0.624,1,"old",1.951,"fruit",67,2,1.089
3202,"animal_17.png","medPE",1,0.688,3,0.784,1,"old",6.849,"animal",68,2,0.688
3202,"toy_17.png","medPE",1,0.675,2,0.435,1,"old",3.215,"toy",69,2,0.675
3202,"house_19.png","lowPE",1,0.593,3,0.652,0,"old",0.272,"house",70,2,0.593
3202,"house_71.png","new",1,0.44,2,0.622,0,"new",NA,"house",71,2,0.44
3202,"toy_24.png","lowPE",1,1.439,3,0.167,1,"old",2.154,"toy",72,2,1.439
3202,"animal_24.png","highPE",1,0.469,1,0.287,1,"old",0.384,"animal",73,2,0.469
3202,"animal_74.png","new",0,0.873,2,1.867,0,"new",NA,"animal",74,2,0.873
3202,"fruit_15.png","lowPE",1,0.372,1,0.219,1,"old",0.334,"fruit",75,2,0.372
3202,"toy_20.png","lowPE",0,0.877,3,0.957,1,"old",0.439,"toy",76,2,0.877
3202,"fruit_19.png","lowPE",1,0.412,2,0.207,1,"old",2.253,"fruit",77,2,0.412
3202,"animal_73.png","new",1,0.339,1,0.166,0,"new",NA,"animal",78,2,0.339
3202,"toy_23.png","lowPE",1,0.359,1,0.143,1,"old",0.334,"toy",79,2,0.359
3202,"house_24.png","medPE",1,0.362,1,0.17,0,"old",0.302,"house",80,2,0.362
3202,"toy_22.png","lowPE",1,0.314,2,0.124,1,"old",3.256,"toy",81,2,0.314
3202,"house_70.png","new",1,0.382,2,0.15,0,"new",NA,"house",82,2,0.382
3202,"animal_70.png","new",0,0.356,3,0.124,0,"new",NA,"animal",83,2,0.356
3202,"toy_73.png","new",1,0.285,1,0.149,0,"new",NA,"toy",84,2,0.285
3202,"toy_74.png","new",1,0.281,1,0.135,0,"new",NA,"toy",85,2,0.281
3202,"toy_71.png","new",1,0.279,1,0.155,0,"new",NA,"toy",86,2,0.279
3202,"toy_70.png","new",0,0.462,3,0.172,0,"new",NA,"toy",87,2,0.462
3202,"house_20.png","lowPE",1,0.31,2,0.136,1,"old",0.395,"house",88,2,0.31
3202,"fruit_22.png","medPE",0,0.497,4,2.671,0,"old",1.451,"fruit",89,2,0.497
3202,"house_72.png","new",1,0.46,3,0.143,0,"new",NA,"house",90,2,0.46
3202,"house_18.png","lowPE",0,0.348,2,0.141,0,"old",0.402,"house",91,2,0.348
3202,"fruit_17.png","lowPE",1,0.43,1,0.133,1,"old",0.427,"fruit",92,2,0.43
3202,"animal_19.png","lowPE",1,0.336,1,0.136,0,"old",0.65,"animal",93,2,0.336
3202,"animal_23.png","highPE",1,0.351,2,0.115,0,"old",0.368,"animal",94,2,0.351
3202,"toy_16.png","highPE",1,0.346,2,0.091,0,"old",0.291,"toy",95,2,0.346
3202,"fruit_74.png","new",1,0.358,3,0.153,0,"new",NA,"fruit",96,2,0.358
3202,"fruit_73.png","new",0,2.879,3,0.601,0,"new",NA,"fruit",97,2,2.879
3202,"toy_15.png","highPE",0,0.863,3,0.374,0,"old",3.734,"toy",98,2,0.863
3202,"toy_19.png","medPE",1,0.347,1,0.088,0,"old",0.701,"toy",99,2,0.347
3202,"house_23.png","medPE",1,0.43,3,0.144,1,"old",0.584,"house",100,2,0.43
3202,"house_22.png","medPE",1,0.435,1,0.143,0,"old",1.166,"house",101,2,0.435
